Fold,filename,loss,SP,SE,PR,F1
0,CVAI-0002_LCX_RAO17_CAU24_63.png,0.19474244117736816,0.9844583643568073,0.8108347610087188,0.8855410026167643,0.8465423986185979
0,CVAI-0003_LCX_LAO50_CRA9_40.png,0.38242965936660767,0.9747732986768198,0.8634241515668996,0.6646819010479197,0.7511285357817585
0,CVAI-0003_LCX_RAO29_CAU0_35.png,0.26841098070144653,0.9628059015773612,0.9320106360837794,0.7204338476878183,0.8126767451441282
0,CVAI-0003_RCA_RAO30_CAU6_47.png,0.466843843460083,0.9666794545909994,0.852536110106438,0.5490535424256866,0.6679382035747793
0,CVAI-0005_RCA_LAO57_CRA5_52.png,0.4142407178878784,0.9721033627041162,0.9266853931716587,0.585205771015539,0.7173813752668042
0,CVAI-0011_LCX_LAO45_CRA19_38.png,0.40454167127609253,0.9913369616136026,0.5778977980546087,0.8208565165384542,0.6782761337558986
0,CVAI-0011_LCX_LAO45_CRA19_41.png,0.3604806065559387,0.9920944644460594,0.5737866574955502,0.8763669700166088,0.6935090436914348
0,CVAI-0022_LCX_RAO18_CAU24_31.png,0.28401970863342285,0.9787038353122571,0.8156977250581496,0.7860652639206221,0.8006068958212587
0,CVAI-0022_RCA_LAO59_CRA2_33.png,0.30122458934783936,0.9923634617847922,0.7500611545529561,0.8672747842690373,0.8044200443196532
0,CVAI-0022_RCA_LAO59_CRA2_38.png,0.3065676689147949,0.9894772321791605,0.7109532392794532,0.8396994363907514,0.7699811294938097
0,CVAI-0029_LCX_LAO46_CRA29_34.png,0.48231446743011475,0.981547520499606,0.26183022430825,0.7104745857406294,0.38264446890516524
0,CVAI-0029_RCA_LAO62_CRA2_34.png,0.42966699600219727,0.975643141669805,0.9137623761471522,0.6005335762232864,0.7247521520887259
0,CVAI-0048_LCX_LAO47_CAU24_77.png,0.4006376266479492,0.9883611543465821,0.4896584704702643,0.8166290043322724,0.6122220580158468
0,CVAI-0050_LCX_LAO52_CRA13_48.png,0.4941479563713074,0.9118985392697911,0.9419506156139195,0.39938123255160407,0.5609307166094329
0,CVAI-0064_LAD_RAO10_CRA23_36.png,0.37992024421691895,0.9665283913112234,0.7877039043173132,0.6197757390130768,0.6937214685476132
0,CVAI-0064_RCA_LAO62_CRA6_26.png,0.32310014963150024,0.9882094078895148,0.8463013421287414,0.7382042252871299,0.7885650201431259
0,CVAI-0079_LCX_LAO42_Cra15_53.png,0.4197060465812683,0.9464593354011621,0.8951297332553652,0.5307513831686328,0.6663823587775219
0,CVAI-0079_LCX_RAO26_CAU26_48.png,0.2635539770126343,0.9710686814873469,0.8680181517083838,0.7478168730772838,0.8034461542234637
0,CVAI-0079_RCA_LAO84_CAU2_22.png,0.45284396409988403,0.9649297634731463,0.802753788430605,0.529275891677628,0.6379406022910513
0,CVAI-0090_LCX_LAO46_CRA14_56.png,0.47295618057250977,0.9464640795343711,0.9192380351921254,0.46652285073240163,0.6189310776048266
0,CVAI-0090_RCA_LAO56_CAU1_35.png,0.6120452880859375,0.9546509175242187,0.8978792820721241,0.3216080401822129,0.47358419257942375
0,CVAI-0090_RCA_LAO61_CAU2_23.png,0.4968714714050293,0.9523748528938045,0.8024841694428897,0.4537942431963552,0.5797479329607789
0,CVAI-0090_RCA_RAO1_CRA23_34.png,0.7393115758895874,0.922777280207898,0.7843532144408437,0.20408739115591393,0.3238969310348747
0,CVAI-0090_RCA_RAO27_CRA1_30.png,0.6719992756843567,0.9514463332660488,0.9407957355909392,0.2837783519791112,0.43603281841171754
0,CVAI-0090_RCA_RAO27_CRA1_36.png,0.6139507293701172,0.9558023394342864,0.856534090787424,0.3484542039671509,0.4953785167640819
0,CVAI-0090_RCA_RAO2_CRA23_40.png,0.6065301895141602,0.9520366429567829,0.7635642289552258,0.3699797370826633,0.49844214590272934
0,CVAI-0098_RCA_LAO54_CRA5_31.png,0.40228259563446045,0.9652790883463286,0.9052744064647528,0.5783391036924787,0.7057838613011139
0,CVAI-0098_RCA_LAO54_CRA5_36.png,0.35551053285598755,0.9641143945180298,0.8885289982956347,0.6224153430959195,0.7320371772224619
0,CVAI-0106_LAD_RAO21_CRA28_53.png,0.3455069065093994,0.9031414182264801,0.8697812200799278,0.5588334423648599,0.6804668968696246
0,CVAI-0106_LCX_LAO53_CRA21_46.png,0.3733503222465515,0.9567959634145613,0.8811815096578305,0.6002652519666439,0.7140888185528672
0,CVAI-0106_LCX_LAO53_CRA21_60.png,0.3647206425666809,0.9583027298911476,0.8918361811287314,0.6180130060287181,0.7300941032066292
0,CVAI-0106_RCA_LAO55_CAU1_34.png,0.3101006746292114,0.954766286186951,0.8735105796177962,0.6562390493881609,0.7494447023321364
0,CVAI-0107_LCX_LAO60_CAU0_27.png,0.5517807006835938,0.9613783134006828,0.9232699417692459,0.4155620281510098,0.5731498075601548
0,CVAI-0107_RCA_LAO67_CAU4_30.png,0.44894880056381226,0.975004436028568,0.9035015808755706,0.5489540343995336,0.6829544272674323
0,CVAI-0107_RCA_RAO1_CRA15_31.png,0.6775841116905212,0.9326713973890911,0.8577816239928195,0.2571119757779026,0.3956354765304757
0,CVAI-0113_LCX_LAO8_CRA27_38.png,0.24776780605316162,0.9723239294358,0.768870395135632,0.8073761725545459,0.7876524596003361
0,CVAI-0113_RCA_LAO56_CRA1_33.png,0.3064647912979126,0.9799682998612403,0.7775429619722183,0.7408329800370478,0.7587437001808687
0,CVAI-0118_RCA_LAO90_CAU0_25.png,0.45735806226730347,0.9840160889050172,0.5914600550556846,0.6845209628021265,0.6345964138670679
0,CVAI-0129_LCX_LAO58_CAU0_41.png,0.4346129894256592,0.9457807858947842,0.8903821655483832,0.5112834204853047,0.6495662287689705
0,CVAI-0129_RCA_LAO1_CRA27_28.png,0.40365201234817505,0.9558626278960354,0.9245884572239841,0.5660903513438734,0.7022307561826605
0,CVAI-0129_RCA_LAO58_CAU1_31.png,0.3383830189704895,0.9648973335631187,0.9191565191019212,0.6424745692072877,0.7563045009960745
0,CVAI-0131_LAD_RAO30_CRA30_41.png,0.31043994426727295,0.9878972821635507,0.7196044211402169,0.8354815106188168,0.7732251831634174
0,CVAI-0131_LCX_LAO61_CAU0_37.png,0.5595763325691223,0.9526155577889931,0.8094657728204889,0.3999999999799247,0.5354199328060029
0,CVAI-0186_LCX_RAO9_CRA26_41.png,0.3024318814277649,0.9519791558781447,0.7953376417569461,0.6842254559701522,0.7356089018615083
0,CVAI-0193_RCA_LAO59_CRA0_48.png,0.33435678482055664,0.9675417799548729,0.8193007662442864,0.6859812334314708,0.7467365941164109
0,CVAI-0213_LCX_LAO51_CRA23_42.png,0.3881925940513611,0.9937586714362487,0.460523685770117,0.8861538460856805,0.6060760986460002
0,CVAI-0213_LCX_RAO20_CRA28_37.png,0.2492113709449768,0.9818545187824307,0.7753770751811901,0.8415118369478007,0.8070914191106446
0,CVAI-0213_RCA_LAO61_CRA0_44.png,0.3638632297515869,0.9823552864937495,0.7103009542017188,0.7280707253916815,0.7190755752093915
0,CVAI-0222_RCA_LAO2_CRA24_38.png,0.39760535955429077,0.9834082182788031,0.6774994227269973,0.7428951198972786,0.7086913465628157
0,CVAI-0230_LCX_LAO38_CRA10_43.png,0.39906859397888184,0.9141272381424783,0.8846088217351502,0.5028980235115097,0.6412475858143598
0,CVAI-0230_RCA_LAO60_CAU0_36.png,0.4151492714881897,0.9468059670001385,0.8738545524875638,0.5060213758653461,0.6409109013566484
0,CVAI-0293_LCX_RAO12_CAU40_44.png,0.278164267539978,0.9506468183026789,0.8848935589217762,0.6929920649578404,0.777272847598307
