Fold,filename,loss,SP,SE,PR,F1
0,CVAI-0003_LCX_LAO50_CRA9_52.png,0.359494149684906,0.963987370243216,0.9391247973459238,0.6198279919293215,0.7467775392887948
0,CVAI-0003_LCX_RAO29_CAU0_44.png,0.2580317258834839,0.9599343227417704,0.9220107188718533,0.7259050168570043,0.8122888637683382
0,CVAI-0003_RCA_RAO8_CRA33_54.png,0.3037864565849304,0.9657941849245524,0.891026871358396,0.6922790142529814,0.779178325797178
0,CVAI-0005_LAD_RAO22_CRA25_39.png,0.25524836778640747,0.9813696039587756,0.8243535414328308,0.8106476165832952,0.8174426318744126
0,CVAI-0005_LAD_RAO22_CRA25_45.png,0.29781776666641235,0.9796675676422805,0.7540730655432687,0.772909107788031,0.7633744110284054
0,CVAI-0005_LCX_LAO57_CAU17_38.png,0.4032890796661377,0.9648062450865708,0.8428284793066925,0.6158425518407817,0.711674222000411
0,CVAI-0005_LCX_LAO57_CAU17_44.png,0.39573389291763306,0.9668650356289975,0.8148256152563381,0.6324867580862652,0.712169764048925
0,CVAI-0005_LCX_RAO25_CAU35_41.png,0.275696337223053,0.9784667954325431,0.8055974868097753,0.7941921730766925,0.799853674255083
0,CVAI-0005_RCA_RAO30_CAU2_45.png,0.5623612403869629,0.9533250071864071,0.9484684683545382,0.39993921894342604,0.5626331868067523
0,CVAI-0011_LCX_RAO28_CAU0_47.png,0.2725833058357239,0.9802763650195749,0.7234582790896164,0.8336320081617368,0.7746469111433109
0,CVAI-0011_LCX_RAO28_CAU0_52.png,0.25875014066696167,0.98046702828711,0.7503712908571403,0.84688536924548,0.795711904975843
0,CVAI-0011_RCA_LAO58_CAU0_34.png,0.47176647186279297,0.9863343110831023,0.5652234734164353,0.7046564352367757,0.6272845826341051
0,CVAI-0011_RCA_LAO58_CAU0_37.png,0.4382646083831787,0.9859043711469604,0.5823868812279145,0.734676677847481,0.6497267824484624
0,CVAI-0011_RCA_RAO30_CAU2_42.png,0.26291972398757935,0.9793169037339591,0.8690898344725625,0.7791416460270602,0.8216608909091239
0,CVAI-0022_LCX_LAO48_CRA21_41.png,0.3754463195800781,0.9731379530306319,0.7329548413598127,0.6831731235710664,0.7071884846769722
0,CVAI-0022_LCX_RAO18_CAU24_42.png,0.25526946783065796,0.9772582098413352,0.8386858762440804,0.8006895784376714,0.8192469018006774
0,CVAI-0022_RCA_RAO0_CRA20_42.png,0.3163401484489441,0.9788150433581604,0.7761836441545829,0.773098736177685,0.7746376188570543
0,CVAI-0029_LCX_RAO4_CAU29_38.png,0.2815771698951721,0.9672722073671445,0.7526730713749107,0.7573869475604642,0.7550221519412651
0,CVAI-0029_LCX_RAO4_CAU29_42.png,0.2685893774032593,0.9685497343744484,0.7528008472004681,0.7914908579233623,0.7716606915505115
0,CVAI-0029_LCX_RAO4_CAU29_45.png,0.25564688444137573,0.972743721109183,0.7172637430328067,0.8207680527500069,0.7655326561194469
0,CVAI-0048_LCX_LAO47_CAU24_80.png,0.4294402003288269,0.9871414605006414,0.5077597840511008,0.7724173325923882,0.612731076864144
0,CVAI-0048_RCA_RAO5_CRA17_75.png,0.3235548138618469,0.9839777520080994,0.6892116182286634,0.8132589110451792,0.7461139585004006
0,CVAI-0050_LCX_RAO18_CAU31_34.png,0.40785855054855347,0.932232891653693,0.8270751886159162,0.5278519206067119,0.6444227170806102
0,CVAI-0064_LCX_RAO18_CAU36_38.png,0.35502344369888306,0.9721274382380617,0.8557418328238193,0.6522222221892817,0.7402477106073672
0,CVAI-0064_RCA_RAO32_CAU7_36.png,0.44547826051712036,0.9579051959052122,0.9425625919654714,0.5077231788460627,0.6599534451883693
0,CVAI-0064_RCA_RAO6_CRA20_35.png,0.37127524614334106,0.9588427123939984,0.9210998589333995,0.5861407944944065,0.7164003222656008
0,CVAI-0078_LCX_LAO55_CRA12_60.png,0.3836321234703064,0.9874882677293684,0.7238252859808717,0.7640714013851826,0.7434035354896981
0,CVAI-0078_LCX_LAO55_CRA12_66.png,0.40149039030075073,0.9881881978790079,0.6691304650534041,0.7662700630227366,0.714412843511627
0,CVAI-0078_LCX_RAO30_CAU0_39.png,0.31793802976608276,0.9667497607855888,0.8122799664370377,0.7098227365693736,0.7576025043470884
0,CVAI-0078_LCX_RAO30_CAU0_45.png,0.3208526372909546,0.96969862897892,0.7845444619360045,0.7294980259172965,0.7560200758013056
0,CVAI-0079_LCX_RAO26_CAU26_52.png,0.2589365839958191,0.9663580924668211,0.8721407161668977,0.7351728723159849,0.7978204142019665
0,CVAI-0090_LAD_RAO20_CRA26_66.png,0.3249419927597046,0.9673421412184818,0.8100584794942662,0.6877035506915679,0.7438828190957554
0,CVAI-0090_RCA_LAO91_CAU2_82.png,0.3837270736694336,0.9786521422292322,0.7799781579337475,0.6688936063518423,0.720176975917167
0,CVAI-0090_RCA_RAO1_CRA23_30.png,0.7265925407409668,0.9311335130663418,0.7999678144834297,0.21999468931580834,0.34508817257557217
0,CVAI-0090_RCA_RAO2_CRA23_45.png,0.5134146213531494,0.9538604658616826,0.7362637362105072,0.4705882352723724,0.5741827057733873
0,CVAI-0090_RCA_RAO30_CRA0_41.png,0.5755736827850342,0.9694878057375766,0.7604311983816827,0.4359459066136436,0.5541841108787212
0,CVAI-0092_LCX_LAO44_CRA20_44.png,0.38394099473953247,0.9575916060252176,0.8661164313970441,0.5682691909979634,0.6862686476512617
0,CVAI-0098_LCX_RAO21_CAU33_35.png,0.2856178283691406,0.951010462457183,0.888832116755882,0.6792547553779423,0.7700377673574029
0,CVAI-0106_RCA_RAO29_CRA2_25.png,0.5817651152610779,0.9082334988438977,0.9203419960280756,0.32123862426659855,0.47624641316559696
0,CVAI-0106_RCA_RAO29_CRA2_33.png,0.4824080467224121,0.9114142550325742,0.880864791392786,0.4181510437543819,0.5670973954477658
0,CVAI-0107_LAD_RAO12_CRA16_26.png,0.5752577781677246,0.9529678692516496,0.8895468276870638,0.3813792031303363,0.5338696118096071
0,CVAI-0107_RCA_LAO57_CAU2_23.png,0.6044221520423889,0.9707994572005163,0.9059915269505766,0.37421881506755944,0.5296611028960727
0,CVAI-0107_RCA_LAO57_CAU2_39.png,0.4845529794692993,0.9593757299542749,0.9367221001007507,0.46604568868886687,0.6224194603420267
0,CVAI-0113_LCX_LAO8_CRA27_31.png,0.2573336958885193,0.9825427816655805,0.7068676248334302,0.8648010673304094,0.777898663396172
0,CVAI-0113_RCA_RAO2_CRA22_29.png,0.3408830761909485,0.9774914222812938,0.8302015327374282,0.7265500794551595,0.7749246538595861
0,CVAI-0118_LCX_LAO56_CRA15_30.png,0.419708251953125,0.9827074106959941,0.6058944102484132,0.7215331837497339,0.6586763684605625
0,CVAI-0118_RCA_LAO60_CAU0_33.png,0.2954273819923401,0.9865302976507072,0.7824776983055192,0.8003988396905729,0.7913363185384137
0,CVAI-0118_RCA_LAO90_CAU0_33.png,0.5242246985435486,0.9844309827447392,0.45955041052230783,0.6394455890017376,0.5347739494460705
0,CVAI-0188_LCX_LAO61_CAU0_52.png,0.4241119623184204,0.9399492113822928,0.9324470200027017,0.5277679518754939,0.6740313261280826
0,CVAI-0193_RCA_LAO59_CRA0_40.png,0.37829113006591797,0.9594593486227027,0.824220885684843,0.6039421497294202,0.6970932206789549
0,CVAI-0222_LCX_RAO30_CAU21_41.png,0.3578299880027771,0.9752146342037408,0.6851660394241278,0.7374699545652332,0.7103560080310003
0,CVAI-0230_RCA_LAO60_CAU0_43.png,0.43238580226898193,0.9333739905576997,0.836465638101741,0.47806848786462525,0.6084095508121854
0,CVAI-0309_RCA_LAO60_CRA0_34.png,0.605355978012085,0.9278142452781989,0.7996523647608039,0.32524651161580476,0.4624129624434348
0,CVAI-0309_RCA_LAO60_CRA0_39.png,0.593287467956543,0.9313456851056565,0.8021699818442884,0.33979318267561115,0.4773738084720052
0,CVAI-0338_LCX_LAO37_CRA16_28.png,0.389468789100647,0.9376854722182263,0.867663533151446,0.5419531487513857,0.6671780439266549
0,CVAI-0398_LCX_LAO39_CRA26_37.png,0.3118590712547302,0.9719958193868496,0.7955185453055146,0.7484859954296561,0.7712854320227852
0,CVAI-0407_LAD_RAO28_CAU0_51.png,0.6773107647895813,0.954161396404078,0.8984420079056661,0.2839686302946095,0.4315406549489615
0,CVAI-0415_LCX_RAO16_CAU28_38.png,0.22415608167648315,0.9759621426455252,0.8288563871895976,0.824233974434417,0.8265382181629441
0,CVAI-0464_LCX_LAO38_CRA19_22.png,0.5083469152450562,0.9224703272466179,0.8517464937250763,0.4020045586410839,0.5462100303450429
0,CVAI-0477_LCX_RAO12_CAU33_33.png,0.3713728189468384,0.9743781003233333,0.8051407151302945,0.682813603760076,0.7389483088001064
0,CVAI-0541_LAD_RAO25_CRA27_19.png,0.3271788954734802,0.9562002605704579,0.8512158198102368,0.6302497460285736,0.7242533400639389
0,CVAI-0611_LCX_RAO14_CAU39_44.png,0.24635791778564453,0.9766697144453246,0.8460887437695527,0.7913007424977837,0.8177776245544318
0,CVAI-0624_LAD_RAO34_CRA30_28.png,0.2756386995315552,0.9752492236915487,0.8531020548537376,0.7430680744809396,0.7942919021472717
0,CVAI-0658_LCX_LAO43_CRA19_40.png,0.4010867476463318,0.9815967682908635,0.5337924209090845,0.7472724123565622,0.6227444987015995
0,CVAI-0721_LAD_RAO23_CRA26_29.png,0.4008525013923645,0.9608482871086717,0.8329030121924592,0.5653619736410658,0.6735366455245818
0,CVAI-0756_LCX_LAO41_CRA12_51.png,0.31614363193511963,0.9625099696381594,0.8700313230303952,0.6871668002129981,0.767861516755339
0,CVAI-0763_LCX_RAO10_CAU35_53.png,0.331143319606781,0.9674877474339953,0.739567204171624,0.7187740869620564,0.729021910915442
0,CVAI-0891_LCX_LAO57_CRA18_37.png,0.2870556116104126,0.9868993042861692,0.6960881879852986,0.8546855907108428,0.7672765282335392
0,CVAI-0961_S_LCX_RAO29_CAU0_51.png,0.23778849840164185,0.9697412632867951,0.7774068775293433,0.8120883378310708,0.7943687476451102
0,CVAI-0971_S_LCX_RAO19_CAU21_57.png,0.2529944181442261,0.9715870238929569,0.7498781478269733,0.8123020063119705,0.7798423663676814
0,CVAI-0982_LCX_LAO49_CRA20_38.png,0.3304837942123413,0.9759445062699077,0.6951365506661004,0.7664164329002467,0.729037834428932
0,CVAI-0982_LCX_LAO49_CRA20_44.png,0.3246448040008545,0.9755967247413354,0.7111153334329806,0.7647948340377311,0.7369784108979643
0,CVAI-1012_LCX_LAO41_CRA19_46.png,0.25689923763275146,0.9866847850021323,0.7065039733780504,0.8925558047316545,0.7887057592019743
0,CVAI-1015_LCX_LAO41_CRA20_59.png,0.39151865243911743,0.9957562601776699,0.4099970166144125,0.940521371185185,0.5710557874719573
0,CVAI-1023_LCX_LAO31_CRA29_50.png,0.3735303282737732,0.9833655571189173,0.5172615384456227,0.8148417429685986,0.632812760139441
0,CVAI-1060_LCX_LAO49_CRA17_64.png,0.39457058906555176,0.9559941532367202,0.8291719892678451,0.5698778832879767,0.6754962058848033
0,CVAI-1069_LAD_RAO4_CRA26_41.png,0.33462071418762207,0.9693589961731147,0.781107184886638,0.6919160301868905,0.733810859301104
0,CVAI-1125_LAD_RAO11_CRA33_39.png,0.23716920614242554,0.9821590526798373,0.7986882122018728,0.8387655365821847,0.8182359205551586
0,CVAI-1148_LAD_RAO14_CRA18_60.png,0.23298662900924683,0.9487143242043267,0.8774220606493102,0.7299434765246228,0.7969165644767319
0,CVAI-1455_LAD_RAO29_CAU0_40.png,0.3136143684387207,0.972359969029053,0.7852366365768482,0.7337337740573355,0.7586115668142427
0,CVAI-1570_RCA_LAO41_CAU0_21.png,0.3212440609931946,0.9897538213166821,0.6991635738825035,0.8346227599791958,0.7609110061451985
0,CVAI-1570_RCA_LAO41_CAU0_32.png,0.27338969707489014,0.985487264459038,0.7251031113312336,0.8402784222347899,0.7784531707517588
0,CVAI-1570_RCA_LAO41_CAU0_48.png,0.3159300684928894,0.9861954013121369,0.609892060765165,0.8417209780545047,0.7072939888516818
0,CVAI-1570_RCA_RAO29_CAU2_22.png,0.4435625672340393,0.984954765048272,0.7363485395392841,0.6654307909017099,0.6990952582289358
0,CVAI-1570_RCA_RAO29_CAU2_41.png,0.31971418857574463,0.9685763155543116,0.7538327904124286,0.6978810662740589,0.7247781878683196
0,CVAI-1726_RCA_LAO38_CAU0_36.png,0.2563053369522095,0.965838415874882,0.8184161437741762,0.7522366657080259,0.7839316690127479
0,CVAI-2292_RCA_LAO43_CAU3_36.png,0.3103064298629761,0.9735478906984626,0.8624155802909578,0.7192821587320198,0.7843720488757325
0,CVAI-2292_RCA_RAO31_CRA6_44.png,0.2547369599342346,0.9870168395005566,0.8649725958604277,0.8129719603809066,0.8381660111876413
0,CVAI-2295_RCA_LAO30_CAU0_14.png,0.34139037132263184,0.9918848443945644,0.6851549754871906,0.8453320946860712,0.7568611633119141
0,CVAI-2311_RCA_LAO29_CRA22_33.png,0.3309452533721924,0.9778032711354554,0.8517655124544555,0.6933251478572762,0.7644212508959719
0,CVAI-2311_RCA_LAO29_CRA22_46.png,0.26662677526474,0.980062910141166,0.7554091116579533,0.808306839455111,0.7809627581324131
0,CVAI-2311_RCA_LAO40_CAU0_40.png,0.338593065738678,0.9716097100878567,0.9011474591332658,0.6422186102883879,0.7499624429415186
0,CVAI-2314_RCA_LAO30_CAU0_28.png,0.20529353618621826,0.9753804157644148,0.8942229188826549,0.8277008644934496,0.8596764390112913
0,CVAI-2314_RCA_LAO30_CAU0_41.png,0.21723616123199463,0.9667548719358251,0.8446730832823135,0.8025648437494398,0.8230802587034295
0,CVAI-2517_RCA_RAO30_CAU0_17.png,0.3928931951522827,0.9817414205545455,0.8006548105662136,0.7032220115872674,0.748781687154814
0,CVAI-2523_RCA_LAO29_CAU0_13.png,0.3964383602142334,0.9515878230806682,0.8746714944300256,0.5580312231991493,0.6813606999525466
0,CVAI-2807_RCA_LAO30_CAU0_29.png,0.44244539737701416,0.9392377191661416,0.8847885913882418,0.48606672849925897,0.6274418256536815
0,CVAI-2807_RCA_LAO30_CAU0_34.png,0.41010022163391113,0.9467269011294096,0.8478901428338306,0.5397055700849421,0.6595735326368177
0,CVAI-2807_RCA_RAO29_CAU0_19.png,0.6096935868263245,0.9478122732316859,0.9438810944653588,0.3380597014757184,0.4978200446133204
0,CVAI-2807_RCA_RAO29_CAU0_30.png,0.42603302001953125,0.9425682854629085,0.8695228262864463,0.5189457470299864,0.6499748807156732
,,loss_avg,SP_avg,SE_avg,PR_avg,F1_avg
,,0.36757,0.96734,0.78982,0.67128,0.70518
,,0.1095,0.018,0.1084,0.1573,0.1016
