Fold,filename,loss,SP,SE,PR,F1
0,CVAI-0002_LCX_RAO17_CAU24_59.png,0.20898908376693726,0.9763085327514797,0.845578653402247,0.8334250764271124,0.8394573777151006
0,CVAI-0003_LAD_RAO24_CRA32_44.png,0.24922680854797363,0.9720955360355303,0.887695270666052,0.7568603123355401,0.8170729140724731
0,CVAI-0003_LCX_LAO50_CRA9_46.png,0.34470683336257935,0.9755331607080895,0.8914133193873176,0.6939840859209374,0.7804052982032291
0,CVAI-0003_LCX_RAO29_CAU0_39.png,0.2405744194984436,0.967300631103958,0.9028700643276093,0.7727556944834671,0.8327606132082288
0,CVAI-0003_RCA_LAO87_CAU1_62.png,0.3237918019294739,0.9782507353537834,0.7588250189537187,0.739718587966442,0.7491495000441575
0,CVAI-0003_RCA_RAO8_CRA33_46.png,0.40636342763900757,0.9735322521790368,0.8605001984231441,0.621338072543637,0.7216187952190386
0,CVAI-0005_LCX_LAO57_CAU17_32.png,0.454842746257782,0.9661002715298823,0.9063974177847888,0.5636934479096354,0.6950998063867946
0,CVAI-0005_LCX_RAO25_CAU35_32.png,0.2788347005844116,0.9815921488468455,0.8582452690657043,0.7968692953269044,0.8264187921270828
0,CVAI-0005_RCA_LAO88_CRA6_44.png,0.4527561068534851,0.9874146134506072,0.5921965553348953,0.6975961537790772,0.6405893227167797
0,CVAI-0005_RCA_RAO30_CAU2_52.png,0.5460278987884521,0.9492435430891425,0.9259259258293243,0.4090992901074445,0.5674729595973655
0,CVAI-0005_RCA_RAO5_CRA33_48.png,0.4675218462944031,0.9750705288632929,0.8436127553137662,0.5847782924828075,0.6907437314987888
0,CVAI-0011_LCX_LAO45_CRA19_47.png,0.3331415057182312,0.9930722613807151,0.6054465119973894,0.8960638832434568,0.7226302169349378
0,CVAI-0011_LCX_RAO28_CAU0_57.png,0.23872530460357666,0.9812856122973573,0.770559186185334,0.8591210312597962,0.8124332484117157
0,CVAI-0022_LCX_LAO48_CRA21_33.png,0.3744768500328064,0.977842989774411,0.7152641358792002,0.7142024067903195,0.7147323770384139
0,CVAI-0029_LCX_LAO46_CRA29_40.png,0.48752719163894653,0.9844802003315859,0.261657962401271,0.7391597393290527,0.38649763628020045
