Fold,filename,loss,SP,SE,PR,F1
5,CVAI-0002_LCX_LAO40_CRA20_49.png,0.27886462211608887,0.9740961914246504,0.8456196350409516,0.7600217104458392,0.8005385299122303
5,CVAI-0002_LCX_LAO40_CRA20_55.png,0.2538633942604065,0.9759555649793887,0.7925533621957133,0.816372412854051,0.8042860752209096
5,CVAI-0002_LCX_LAO40_CRA20_58.png,0.252000093460083,0.9795653937894346,0.755869400128903,0.8416015690764059,0.7964344732531191
5,CVAI-0003_RCA_LAO87_CAU1_55.png,0.38254451751708984,0.9805445858380308,0.6147048935977186,0.7316376107041076,0.6680928280233803
5,CVAI-0005_LCX_LAO57_CAU17_41.png,0.39029794931411743,0.9618761655907838,0.9131357253720352,0.6093021318866879,0.730900346530669
5,CVAI-0005_RCA_LAO57_CRA5_41.png,0.4714244604110718,0.9756384170058847,0.8927234439760501,0.5526106162247367,0.6826492570177337
5,CVAI-0005_RCA_LAO88_CRA6_37.png,0.5397442579269409,0.98071231838493,0.604955264899638,0.5189923242945294,0.558685943544054
5,CVAI-0011_LCX_LAO45_CRA19_32.png,0.4685823917388916,0.9933725888284533,0.46615074868087636,0.8194889944896041,0.594264626951718
5,CVAI-0011_LCX_RAO28_CAU0_49.png,0.24452441930770874,0.9827581720844452,0.7797222750371022,0.860833041621952,0.8182720590872227
5,CVAI-0011_RCA_LAO87_CRA5_40.png,0.8131387829780579,0.9985511022637603,0.04306057865697778,0.5093582880890932,0.07940794294035025
5,CVAI-0011_RCA_RAO2_CRA22_38.png,0.3785446286201477,0.9875228240982977,0.7863475176671222,0.7579429813751306,0.771883523683432
5,CVAI-0011_RCA_RAO30_CAU2_37.png,0.2968994379043579,0.9829304672933412,0.8377773954448203,0.7776654068889304,0.8066024929740545
5,CVAI-0022_LCX_LAO48_CRA21_30.png,0.4468027949333191,0.9716678574868806,0.6466236721897684,0.5943856793796126,0.6194047458369938
5,CVAI-0022_LCX_LAO48_CRA21_38.png,0.35686302185058594,0.978932705816259,0.7487816138742738,0.7406129490186415,0.7446743807202214
5,CVAI-0022_LCX_RAO18_CAU24_35.png,0.2538987994194031,0.9806860815248377,0.8318435295706149,0.8154266650261093,0.8235527912662537
